Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
21,1,Whiteknights Park (W),2014-06-07,,Syrphidae,Episyrphus balteatus,m,,
21,2,Whiteknights Park (W),2014-06-07,,Syrphidae,Episyrphus balteatus,f,,
21,3,Whiteknights Park (W),2014-06-07,,Syrphidae,Chrysogaster solstitialis,m,,
21,4,Whiteknights Park (W),2014-06-07,,Syrphidae,Cheilosia sp,f,,
21,5,Whiteknights Park (W),2014-06-07,,Syrphidae,Riponnensia splendens,,,
21,6,Whiteknights Park (W),2014-06-07,,Syrphidae,Cheilosia sp,f,,
21,7,Whiteknights Park (W),2014-06-07,,Muscidae,Graphomya maculata,m,,
21,8,Whiteknights Park (W),2014-06-07,,Muscidae,Graphomya maculata,f,,
21,9,Whiteknights Park (W),2014-06-07,,Tachinidae,Epicampocera succincta,f,"Belshaw, 1993 +v5c updates",
21,10,Whiteknights Park (W),2014-06-07,,Tachinidae,Exorista cf rustica,m,"Belshaw, 1993 +v5c updates",
21,11,Whiteknights Park (W),2014-06-07,,Tachinidae,Billaea irrorata,m,"Belshaw, 1993 +v5c updates",
21,12,Whiteknights Park (W),2014-06-07,,Tachinidae,Solieria sp,f,"Belshaw, 1993 +v5c updates",
21,13,Whiteknights Park (W),2014-06-07,,Calliphoridae,Pollenia sp,m,,
21,14,Whiteknights Park (W),2014-06-07,,Calliphoridae,Pollenia sp,f,,
21,15,Whiteknights Park (W),2014-06-07,,Tachinidae,Exorista cf rustica,m,"Belshaw, 1993 +v5c updates",
21,16,Whiteknights Park (W),2014-06-07,,Stratiomyidae,Chloromyia formosa,m,,
21,17,Whiteknights Park (W),2014-06-07,,Stratiomyidae,Chloromyia formosa,f,,
21,18,Whiteknights Park (W),2014-06-07,,Tabanidae,Haematopota pluvialis,f,,
21,19,Whiteknights Park (W),2014-06-07,,Tabanidae,Haematopota pluvialis,f,,
21,20,Whiteknights Park (W),2014-06-07,,Tachinidae,Dufouria chalybeata,m,"Belshaw, 1993 +v5c updates",
21,21,Whiteknights Park (W),2014-06-07,,Muscidae,Musca autumnalis,m,,
21,22,Whiteknights Park (W),2014-06-07,,Muscoidea,,f,,
21,23,Whiteknights Park (W),2014-06-07,,???,,,,
21,24,Whiteknights Park (W),2014-06-07,,Sciomyzidae,,,,
21,25,Whiteknights Park (W),2014-06-07,,Heleomyzidae,Suillia sp,,,
21,26,Whiteknights Park (W),2014-06-07,,Heleomyzidae,Suillia sp,,,
21,27,Whiteknights Park (W),2014-06-07,,Tephritidae,,,,
21,28,Whiteknights Park (W),2014-06-07,,Tephritidae,,,,
21,29,Whiteknights Park (W),2014-06-07,,Empididae,Empis sp,,,
21,30,Whiteknights Park (W),2014-06-07,,Dolichopodidae,,m,,
21,31,Whiteknights Park (W),2014-06-07,,Heleomyzidae,,,,
21,32,Field below Chazey Wood,2014-06-08,,Tephritidae,,,,
21,33,Field below Chazey Wood,2014-06-08,,Tephritidae,,,,
21,34,Field below Chazey Wood,2014-06-08,,Tephritidae,,,,
21,35,Field below Chazey Wood,2014-06-08,,Tephritidae,,,,
21,36,Field below Chazey Wood,2014-06-08,,Tephritidae,,,,
21,37,Field below Chazey Wood,2014-06-08,,Tachinidae,Phania funesta,m,"Belshaw, 1993 +v5c updates",
21,38,Field below Chazey Wood,2014-06-08,,Heleomyzidae,Suillia sp,,,
21,39,Field below Chazey Wood,2014-06-08,,Tachinidae,Billaea irrorata,m,"Belshaw, 1993 +v5c updates",
21,40,Field below Chazey Wood,2014-06-08,,Tachinidae,Billaea irrorata,m,"Belshaw, 1993 +v5c updates",
21,41,Field below Chazey Wood,2014-06-08,,Syrphidae,Melanogaster sp,m,,
21,42,Field below Chazey Wood,2014-06-08,,Syrphidae,Cheilosia sp,m,,
21,43,Field below Chazey Wood,2014-06-08,,Syrphidae,Cheilosia sp,f,,
21,44,Field below Chazey Wood,2014-06-08,,Syrphidae,Cheilosia sp,m,,
21,45,Field below Chazey Wood,2014-06-08,,Tachinidae,Linnaemya picta,f,"Belshaw, 1993 +v5c updates",
21,46,Field below Chazey Wood,2014-06-08,,Tachinidae,Dufouria chalybeata,f,"Belshaw, 1993 +v5c updates",
21,47,Field below Chazey Wood,2014-06-08,,Tachinidae,Dufouria chalybeata,f,"Belshaw, 1993 +v5c updates",
21,48,Field below Chazey Wood,2014-06-08,,Tachinidae,Pelatachina tibialis,f,"Belshaw, 1993 +v5c updates",
21,49,Field below Chazey Wood,2014-06-08,,Tachinidae,Dufouria chalybeata,f,"Belshaw, 1993 +v5c updates",
21,50,Field below Chazey Wood,2014-06-08,,Tachinidae,Thelaira nigripes,m,"Belshaw, 1993 +v5c updates",
21,51,Field below Chazey Wood,2014-06-08,,Tachinidae,Meigenia sp,m,"Belshaw, 1993 +v5c updates",
21,52,Field below Chazey Wood,2014-06-08,,Tachinidae,Dufouria chalybeata,f,"Belshaw, 1993 +v5c updates",
21,53,Field below Chazey Wood,2014-06-08,,Tachinidae,Dufouria chalybeata,m,"Belshaw, 1993 +v5c updates",
21,54,Field below Chazey Wood,2014-06-08,,Tachinidae,Dufouria chalybeata,m,"Belshaw, 1993 +v5c updates",
