Box,Number,Location,Date,Order,Family,Species,Sex,Key,Notes
211,1,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,m,,
211,2,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,m,,
211,3,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,m,,
211,4,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,f,,
211,5,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,f,,
211,6,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,m,,
211,7,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,m,,
211,8,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,f,,
211,9,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,f,,
211,10,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,m,,
211,11,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,m,,
211,12,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,m,,
211,13,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,m,,
211,14,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,m,,
211,15,Whiteknights Park (E-FH),2017-06-24,,Tachinidae,Eriothrix rufomaculata,m,"Belshaw, 1993 +v5c updates",
211,16,Whiteknights Park (E-FH),2017-06-24,,Tachinidae,Eriothrix rufomaculata,m,"Belshaw, 1993 +v5c updates",
211,17,Whiteknights Park (E-FH),2017-06-24,,Tachinidae,Eriothrix rufomaculata,m,"Belshaw, 1993 +v5c updates",
211,18,Whiteknights Park (E-FH),2017-06-24,,Tachinidae,Eriothrix rufomaculata,m,"Belshaw, 1993 +v5c updates",
211,19,Whiteknights Park (E-FH),2017-06-24,,Tachinidae,Eriothrix rufomaculata,m,"Belshaw, 1993 +v5c updates",
211,20,Whiteknights Park (E-FH),2017-06-24,,Tachinidae,Eriothrix rufomaculata,f,"Belshaw, 1993 +v5c updates",
211,21,Whiteknights Park (E-FH),2017-06-24,,Tachinidae,Eriothrix rufomaculata,f,"Belshaw, 1993 +v5c updates",
211,22,Whiteknights Park (E-FH),2017-06-24,,Tachinidae,Lypha dubia,f,"Belshaw, 1993 +v5c updates",
211,23,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,m,,
211,24,Whiteknights Park (E-FH),2017-06-24,,Sarcophagidae,Sarcophaga sp,m,,
211,25,Whiteknights Park (E-FH),2017-06-24,,Rhinophoridae,Rhinophora lepida,f,"Falk draft key, 2016",
211,26,Whiteknights Park (E-FH),2017-06-24,,Rhinophoridae,Rhinophora lepida,m,"Falk draft key, 2016",
211,27,Whiteknights Park (E-FH),2017-06-24,,Calliphoridae,Melanomya nana,m,,
211,28,Whiteknights Park (E-FH),2017-06-24,,Calliphoridae,Lucilia sp,m,,
211,29,Whiteknights Park (E-FH),2017-06-24,,Calliphoridae,Lucilia sp,f,,
211,30,Whiteknights Park (E-FH),2017-06-24,,Calliphoridae,Protocalliphora azurea,m,,
211,31,Whiteknights Park (E-FH),2017-06-24,,Calliphoridae,Pollenia sp,m,,
211,32,Whiteknights Park (E-FH),2017-06-24,,Muscidae,Muscina prolapsa,m,"Fonseca, 1968",As Muscina pabulorum
211,33,Whiteknights Park (E-FH),2017-06-24,,Muscidae,Muscina levida,f,"Fonseca, 1968",As Muscina assimilis
211,34,Whiteknights Park (E-FH),2017-06-24,,Muscidae,Muscina levida,f,"Fonseca, 1968",As Muscina assimilis
211,35,Whiteknights Park (E-FH),2017-06-24,,Muscidae,Coenosia tigrina,f,"Fonseca, 1968",As Caricea tigrina
211,36,Whiteknights Park (E-FH),2017-06-24,,Muscidae,Coenosia tigrina,m,"Fonseca, 1968",As Caricea tigrina
211,37,Whiteknights Park (E-FH),2017-06-24,,Stratiomyidae,Pachygaster atra,f,"Stubbs & Drake, 2001",
211,38,Whiteknights Park (E-FH),2017-06-24,,Stratiomyidae,Chloromyia formosa,m,"Stubbs & Drake, 2001",
211,39,Whiteknights Park (E-FH),2017-06-24,,Stratiomyidae,Chloromyia formosa,f,"Stubbs & Drake, 2001",
211,40,Whiteknights Park (E-FH),2017-06-24,,Asilidae,Leptogaster cylindrica,m,"Stubbs & Drake, 2001",
211,41,Whiteknights Park (E-FH),2017-06-24,,Asilidae,Leptogaster cylindrica,f,"Stubbs & Drake, 2001",
211,42,Whiteknights Park (E-FH),2017-06-24,,Asilidae,Leptogaster cylindrica,f,"Stubbs & Drake, 2001",
211,43,Whiteknights Park (E-FH),2017-06-24,,Asilidae,Leptogaster cylindrica,m,"Stubbs & Drake, 2001",
211,44,Whiteknights Park (E-FH),2017-06-24,,Asilidae,Leptogaster cylindrica,f,"Stubbs & Drake, 2001",
211,45,Whiteknights Park (E-FH),2017-06-24,,Rhagionidae,Chrysopilus cristatus,m,"Stubbs & Drake, 2001",
211,46,Whiteknights Park (E-FH),2017-06-24,,Rhagionidae,Chrysopilus cristatus,m,"Stubbs & Drake, 2001",
211,47,Whiteknights Park (E-FH),2017-06-24,,Tephritidae,Urophora stylata,m,"White, 1988",
211,48,Whiteknights Park (E-FH),2017-06-24,,Tephritidae,Chaetostomella cylindrica,f,"White, 1988",
211,49,Whiteknights Park (E-FH),2017-06-24,Hymenoptera,Crabronidae,,f,,
